angular_Second_Momentrg1,Contrastrg1,Correlationrg1,SoSVariancerg1,inverse_Diff_Momentrg1,sum_Averagerg1,sum_Variancerg1,sum_Entropyrg1,Entropyrg1,diff_Variancerg1,diff_Entropyrg1,info_M_Correlation_1rg1,info_M_Correlation_2rg1,angular_Second_Momentrg2,Contrastrg2,Correlationrg2,SoSVariancerg2,inverse_Diff_Momentrg2,sum_Averagerg2,sum_Variancerg2,sum_Entropyrg2,Entropyrg2,diff_Variancerg2,diff_Entropyrg2,info_M_Correlation_1rg2,info_M_Correlation_2rg2,angular_Second_Momentrg3,Contrastrg3,Correlationrg3,SoSVariancerg3,inverse_Diff_Momentrg3,sum_Averagerg3,sum_Variancerg3,sum_Entropyrg3,Entropyrg3,diff_Variancerg3,diff_Entropyrg3,info_M_Correlation_1rg3,info_M_Correlation_2rg3,angular_Second_Momentrg4,Contrastrg4,Correlationrg4,SoSVariancerg4,inverse_Diff_Momentrg4,sum_Averagerg4,sum_Variancerg4,sum_Entropyrg4,Entropyrg4,diff_Variancerg4,diff_Entropyrg4,info_M_Correlation_1rg4,info_M_Correlation_2rg4,angular_Second_Momentrg5,Contrastrg5,Correlationrg5,SoSVariancerg5,inverse_Diff_Momentrg5,sum_Averagerg5,sum_Variancerg5,sum_Entropyrg5,Entropyrg5,diff_Variancerg5,diff_Entropyrg5,info_M_Correlation_1rg5,info_M_Correlation_2rg5,angular_Second_Momentrg6,Contrastrg6,Correlationrg6,SoSVariancerg6,inverse_Diff_Momentrg6,sum_Averagerg6,sum_Variancerg6,sum_Entropyrg6,Entropyrg6,diff_Variancerg6,diff_Entropyrg6,info_M_Correlation_1rg6,info_M_Correlation_2rg6,ImageName
0.2,4924.9,3399637048.2606,703770.3983,0.0016314,1653.3,2732926.5229,1.6094,1.6094,0.0002414,1.4708,-1,0.9798,0.16667,9841.3333,3940395094.3188,692609.3316,0.0014512,1623.4167,2641426.3327,1.7918,1.7918,0.00019539,1.6762,-1,0.98601,0.058824,20965.0441,9586525120.9122,663496.4689,0.0038231,1550.25,2413783.4371,2.7924,2.8332,6.7136e-05,2.7313,-0.971,0.99787,0.03125,14460.9141,20839213779.8898,736956.3733,0.0049104,1665.9141,2794749.6648,3.4332,3.4657,3.5479e-05,3.3574,-0.97468,0.99937,0.028571,14192.1643,22429744916.0287,717527.1126,0.0047279,1642.55,2721431.5847,3.5157,3.5553,3.2788e-05,3.4365,-0.97747,0.99948,0.02381,17114.5119,25574169108.787,676264.4031,0.0045704,1590.0476,2565048.9747,3.6964,3.7377,2.7325e-05,3.6139,-0.97989,0.99964,35480.dcm
1,213527.5,7367519731.4999,3200520.9995,9.6331e-06,3302.5,11044133.5,-2.2204e-16,-2.2204e-16,0.00036751,-2.2204e-16,0,0,1,213527.5,7367519731.4999,3200520.9995,9.6331e-06,3302.5,11044133.5,-2.2204e-16,-2.2204e-16,0.00036751,-2.2204e-16,0,0,1,213527.5,7367519731.4999,3200520.9995,9.6331e-06,3302.5,11044133.5,-2.2204e-16,-2.2204e-16,0.00036751,-2.2204e-16,0,0,1,213527.5,7367519731.4999,3200520.9995,9.6331e-06,3302.5,11044133.5,-2.2204e-16,-2.2204e-16,0.00036751,-2.2204e-16,0,0,1,213527.5,7367519731.4999,3200520.9995,9.6331e-06,3302.5,11044133.5,-2.2204e-16,-2.2204e-16,0.00036751,-2.2204e-16,0,0,1,213527.5,7367519731.4999,3200520.9995,9.6331e-06,3302.5,11044133.5,-2.2204e-16,-2.2204e-16,0.00036751,-2.2204e-16,0,0,35483.dcm
1,36814.75,921351520.2492,693888.999,0.0005422,1689.75,2891505.75,-2.2204e-16,-2.2204e-16,0.00077459,-2.2204e-16,0,0,0.25,97256.6875,2862468644.0704,715672.749,0.00094952,1502.1875,2305186.4112,1.3863,1.3863,0.0001932,1.3863,-1,0.96825,0.25,97256.6875,2862468644.0704,715672.749,0.00094952,1502.1875,2305186.4112,1.3863,1.3863,0.0001932,1.3863,-1,0.96825,0.25,97256.6875,2862468644.0704,715672.749,0.00094952,1502.1875,2305186.4112,1.3863,1.3863,0.0001932,1.3863,-1,0.96825,0.25,97256.6875,2862468644.0704,715672.749,0.00094952,1502.1875,2305186.4112,1.3863,1.3863,0.0001932,1.3863,-1,0.96825,0.25,97256.6875,2862468644.0704,715672.749,0.00094952,1502.1875,2305186.4112,1.3863,1.3863,0.0001932,1.3863,-1,0.96825,35498.dcm
0.16667,43918.5417,5661122196.0055,989574.665,0.0028113,1859.125,3477538.8758,1.7918,1.7918,0.00017739,1.6762,-1,0.98601,0.14286,45071.9286,6653390973.129,1005107.4269,0.0024258,1865.7857,3500294.9839,1.9459,1.9459,0.00014881,1.8469,-1,0.98974,0.125,64563.125,7275671985.7619,990625.1233,0.0021663,1824.75,3366955.7772,2.0794,2.0794,0.00012806,1.9928,-1,0.99216,0.090909,66465.2955,8118509853.3041,959608.0893,0.0015916,1794.4318,3260433.8717,2.3979,2.3979,9.385e-05,2.3034,-0.89343,0.99264,0.052632,56492.5526,14999563134.5776,930531.7879,0.0012075,1816.5,3341058.8758,2.908,2.9444,5.248e-05,2.8715,-0.94916,0.99784,0.047619,55544.4048,16350785580.6123,907440.427,0.0011207,1800.5238,3284917.7035,3.0115,3.0445,4.6965e-05,2.9785,-0.95542,0.99825,35510.dcm
0.5,22023.5,460944768.1725,298902.4986,0.00019274,1015.5,1049508.1985,0.69315,0.69315,0.00055803,0.69315,-1,0.86603,0.5,22023.5,460944768.1725,298902.4986,0.00019274,1015.5,1049508.1985,0.69315,0.69315,0.00055803,0.69315,-1,0.86603,0.5,22023.5,460944768.1725,298902.4986,0.00019274,1015.5,1049508.1985,0.69315,0.69315,0.00055803,0.69315,-1,0.86603,0.5,22023.5,460944768.1725,298902.4986,0.00019274,1015.5,1049508.1985,0.69315,0.69315,0.00055803,0.69315,-1,0.86603,0.25,28371.8125,732820747.5208,244088.2488,0.00017664,898.5625,841928.8901,1.3863,1.3863,0.00027839,1.3863,-1,0.96825,0.25,28371.8125,732820747.5208,244088.2488,0.00017664,898.5625,841928.8901,1.3863,1.3863,0.00027839,1.3863,-1,0.96825,35514.dcm
1,20051.5,202310063.9985,374543.9974,0.000123,1096,1204883.5,-2.2204e-16,-2.2204e-16,0.0014641,-2.2204e-16,0,0,1,20051.5,202310063.9985,374543.9974,0.000123,1096,1204883.5,-2.2204e-16,-2.2204e-16,0.0014641,-2.2204e-16,0,0,1,20051.5,202310063.9985,374543.9974,0.000123,1096,1204883.5,-2.2204e-16,-2.2204e-16,0.0014641,-2.2204e-16,0,0,0.047619,13051.2024,3563155886.9226,289324.5691,0.0065993,1018.0357,1039886.8942,3.0115,3.0445,7.4326e-05,2.9785,-0.97266,0.99861,0.027047,13446.5662,5132990709.1977,246024.4855,0.01194,951.9507,917894.2123,3.5452,3.6106,4.5649e-05,3.4752,-0.95737,0.99941,0.027047,13446.5662,5132990709.1977,246024.4855,0.01194,951.9507,917894.2123,3.5452,3.6106,4.5649e-05,3.4752,-0.95737,0.99941,35515.dcm
0.5,29619.375,1380668048.2158,772689.9983,0.00070943,1642.875,2716077.3471,0.69315,0.69315,0.00048685,0.69315,-1,0.86603,0.33333,39149.3333,1937178107.2185,747534.9984,0.00053871,1589.1667,2548197.1176,1.0986,1.0986,0.00032425,1.0986,-1,0.94281,0.090909,27498.3636,6090416305.5222,717902.8166,0.0010838,1650.0455,2738233.6693,2.3664,2.3979,9.1772e-05,2.3664,-0.87332,0.9919,0.083333,26353.0417,6573358753.1634,706084.3317,0.0010115,1642.0833,2711547.7009,2.456,2.4849,8.3737e-05,2.456,-0.88678,0.99318,0.0625,22396.5781,8399486202.7123,667671.561,0.0016722,1605.3594,2592328.547,2.7509,2.7726,6.193e-05,2.7509,-0.92242,0.99625,0.0625,22396.5781,8399486202.7123,667671.561,0.0016722,1605.3594,2592328.547,2.7509,2.7726,6.193e-05,2.7509,-0.92242,0.99625,35528.dcm
0.5,161414.25,1803029026.4104,1121736.9985,0.0001592,1779.75,3214924.4731,0.69315,0.69315,0.00042373,0.69315,-1,0.86603,0.2,93833.65,4852518797.1193,1069449.3985,0.00017411,1828.25,3369404.5306,1.6094,1.6094,0.00016906,1.6094,-1,0.9798,0.2,93833.65,4852518797.1193,1069449.3985,0.00017411,1828.25,3369404.5306,1.6094,1.6094,0.00016906,1.6094,-1,0.9798,0.05,47826.125,21995192639.4254,1042704.7485,0.0080613,1931.475,3749281.0354,2.9957,2.9957,4.3847e-05,2.9611,-0.99422,0.9987,0.04,45370.89,27033142403.2504,1000472.1586,0.006478,1908.07,3660831.3119,3.1911,3.2189,3.6631e-05,3.1496,-0.99569,0.99918,0.04,45370.89,27033142403.2504,1000472.1586,0.006478,1908.07,3660831.3119,3.1911,3.2189,3.6631e-05,3.1496,-0.99569,0.99918,35550.dcm
1,129947.5,422929619.9991,514088.9989,4.5167e-05,1225.5,1588325.5,-2.2204e-16,-2.2204e-16,0.00086207,-2.2204e-16,0,0,1,129947.5,422929619.9991,514088.9989,4.5167e-05,1225.5,1588325.5,-2.2204e-16,-2.2204e-16,0.00086207,-2.2204e-16,0,0,1,129947.5,422929619.9991,514088.9989,4.5167e-05,1225.5,1588325.5,-2.2204e-16,-2.2204e-16,0.00086207,-2.2204e-16,0,0,1,129947.5,422929619.9991,514088.9989,4.5167e-05,1225.5,1588325.5,-2.2204e-16,-2.2204e-16,0.00086207,-2.2204e-16,0,0,1,129947.5,422929619.9991,514088.9989,4.5167e-05,1225.5,1588325.5,-2.2204e-16,-2.2204e-16,0.00086207,-2.2204e-16,0,0,1,129947.5,422929619.9991,514088.9989,4.5167e-05,1225.5,1588325.5,-2.2204e-16,-2.2204e-16,0.00086207,-2.2204e-16,0,0,35562.dcm
1,56503,268608159.9992,295935.9993,7.9454e-05,936.5,910583,-2.2204e-16,-2.2204e-16,0.00079491,-2.2204e-16,0,0,1,56503,268608159.9992,295935.9993,7.9454e-05,936.5,910583,-2.2204e-16,-2.2204e-16,0.00079491,-2.2204e-16,0,0,1,56503,268608159.9992,295935.9993,7.9454e-05,936.5,910583,-2.2204e-16,-2.2204e-16,0.00079491,-2.2204e-16,0,0,0.5,52384.5,649367841.3041,349580.4993,6.2864e-05,1023.75,1082525.7616,0.69315,0.69315,0.00039714,0.69315,-1,0.86603,0.33333,43798.5,833767213.5873,305749.9993,6.1851e-05,942.3333,924019.189,1.0986,1.0986,0.00026455,1.0986,-1,0.94281,0.33333,43798.5,833767213.5873,305749.9993,6.1851e-05,942.3333,924019.189,1.0986,1.0986,0.00026455,1.0986,-1,0.94281,35570.dcm
1,18735.25,202058034.7486,339888.9976,0.00020218,1080.25,1178322.25,-2.2204e-16,-2.2204e-16,0.0014347,-2.2204e-16,0,0,1,18735.25,202058034.7486,339888.9976,0.00020218,1080.25,1178322.25,-2.2204e-16,-2.2204e-16,0.0014347,-2.2204e-16,0,0,0.071429,7879.5179,3450932498.2964,415637.5688,0.022513,1238.4821,1537828.7032,2.6391,2.6391,0.00010423,2.6143,-0.96175,0.99654,0.0625,8847.8438,3764651232.059,401983.4349,0.019718,1216.3438,1487409.6891,2.7726,2.7726,9.0544e-05,2.7509,-0.95993,0.99721,0.04,15083.13,4504251360.964,352793.0376,0.018739,1129.41,1299584.7033,3.1911,3.2189,5.7709e-05,3.1911,-0.92153,0.99832,0.037037,15952.1667,4735952760.2037,342402.8124,0.017361,1111.2778,1262525.8755,3.2702,3.2958,5.4109e-05,3.2573,-0.92873,0.99856,35573.dcm
1,136742.25,891465049.9993,889248.999,1.3294e-05,1618.25,2683785.25,-2.2204e-16,-2.2204e-16,0.00071429,-2.2204e-16,0,0,1,136742.25,891465049.9993,889248.999,1.3294e-05,1618.25,2683785.25,-2.2204e-16,-2.2204e-16,0.00071429,-2.2204e-16,0,0,1,136742.25,891465049.9993,889248.999,1.3294e-05,1618.25,2683785.25,-2.2204e-16,-2.2204e-16,0.00071429,-2.2204e-16,0,0,1,136742.25,891465049.9993,889248.999,1.3294e-05,1618.25,2683785.25,-2.2204e-16,-2.2204e-16,0.00071429,-2.2204e-16,0,0,1,136742.25,891465049.9993,889248.999,1.3294e-05,1618.25,2683785.25,-2.2204e-16,-2.2204e-16,0.00071429,-2.2204e-16,0,0,1,136742.25,891465049.9993,889248.999,1.3294e-05,1618.25,2683785.25,-2.2204e-16,-2.2204e-16,0.00071429,-2.2204e-16,0,0,35575.dcm
0.2,13369.9,1262858441.1547,233899.7991,0.00074828,987.4,984415.7723,1.6094,1.6094,0.00019286,1.6094,-1,0.9798,0.125,14311.5313,2173679863.5551,245393.4991,0.00064755,1022.4063,1055047.2873,2.0794,2.0794,0.00012019,2.0794,-1,0.99216,0.044508,20760.6752,5594484116.4647,268731.7291,0.0031527,991.6979,999065.0058,3.097,3.1128,4.7195e-05,3.0438,-0.98017,0.99888,0.038929,19877.405,6098850796.8735,257531.9187,0.0027763,965.9114,951649.9404,3.221,3.2472,4.0659e-05,3.1865,-0.98329,0.99913,0.031534,17366.6349,7155268865.787,236710.5364,0.0031846,933.4114,890402.6699,3.4139,3.4573,3.5463e-05,3.3394,-0.9873,0.99944,0.011606,19334.9752,14849659249.5216,180091.3425,0.010269,822.4991,708114.4354,4.3627,4.4568,1.4328e-05,4.2312,-0.97522,0.9999,35582.dcm
0.010525,2936.8646,49492761781.6036,1044658.2169,0.053399,2028.9531,4103685.6055,4.1082,4.5571,2.9758e-05,3.6259,-0.81776,0.99925,0.009803,3908.2063,53481494954.6722,1038365.27,0.050314,2018.682,4063818.3671,4.2028,4.628,2.7302e-05,3.7243,-0.82666,0.99938,0.009345,4948.3032,56353148968.306,1032447.1648,0.048008,2010.9792,4034678.7731,4.2542,4.6757,2.5525e-05,3.7894,-0.83371,0.99947,0.0087713,7037.1174,61135678969.1756,1022185.9634,0.045571,1994.2478,3972903.1866,4.3329,4.7389,2.3305e-05,3.8836,-0.84714,0.99959,0.008474,7737.9391,63325261102.1524,1015540.7545,0.044086,1986.4895,3944033.8354,4.3751,4.7733,2.2108e-05,3.9369,-0.85078,0.99963,0.0082639,8391.7439,65186211208.0335,1009930.9818,0.043007,1980.9898,3923772.5384,4.4099,4.7983,2.1246e-05,3.9768,-0.85534,0.99966,35680.dcm
1,14789.5,828060326.999,842723.9983,0.00025417,1784.5,3196577.5,-2.2204e-16,-2.2204e-16,0.00096061,-2.2204e-16,0,0,1,14789.5,828060326.999,842723.9983,0.00025417,1784.5,3196577.5,-2.2204e-16,-2.2204e-16,0.00096061,-2.2204e-16,0,0,0.010308,11314.0255,60520292455.8324,915451.9268,0.028543,1874.6888,3519443.74,4.3816,4.5779,1.94e-05,4.0267,-0.92213,0.99982,0.0101,11507.7775,61693241968.9601,918671.2582,0.028038,1876.7375,3527057.4034,4.4024,4.5982,1.9076e-05,4.0442,-0.92389,0.99983,0.0097078,12660.6202,64116652734.5756,911062.0367,0.026966,1868.25,3497778.0138,4.4427,4.6377,1.8012e-05,4.0984,-0.9274,0.99984,0.009345,12759.2685,66400842093.1131,903019.2945,0.026125,1862.662,3477257.0163,4.4835,4.6757,1.7254e-05,4.1379,-0.92497,0.99985,35700.dcm
0.1,5397.25,9763399467.9704,984043.7981,0.0046491,1945.35,3780515.0304,2.2679,2.3026,0.00012625,2.1162,-1,0.99499,0.083333,7533.9375,11019559203.2161,966522.9148,0.0039654,1920.5208,3688047.4081,2.456,2.4849,0.00010437,2.3007,-0.97675,0.99607,0.0625,11164.7344,13325491997.2961,930450.4982,0.0038425,1871.1094,3508031.2751,2.7509,2.7726,7.3576e-05,2.6344,-0.96825,0.99745,0.055556,11476.3194,14941028431.2796,914389.6093,0.0034383,1857.4583,3457753.925,2.8519,2.8904,6.3973e-05,2.7676,-0.97299,0.99805,0.052632,13570.6842,15597114171.8324,905280.735,0.0032656,1841.7368,3404267.3221,2.908,2.9444,6.0029e-05,2.8281,-0.97491,0.99827,0.043478,18007.0652,18102897833.5438,867523.2156,0.0027388,1795.9783,3249414.0173,3.1054,3.1355,4.8985e-05,3.0243,-0.98049,0.99883,35719.dcm
1,210243.75,598481293.9995,440895.9997,7.4198e-06,1101.75,1372907.75,-2.2204e-16,-2.2204e-16,0.00048567,-2.2204e-16,0,0,1,210243.75,598481293.9995,440895.9997,7.4198e-06,1101.75,1372907.75,-2.2204e-16,-2.2204e-16,0.00048567,-2.2204e-16,0,0,1,210243.75,598481293.9995,440895.9997,7.4198e-06,1101.75,1372907.75,-2.2204e-16,-2.2204e-16,0.00048567,-2.2204e-16,0,0,1,210243.75,598481293.9995,440895.9997,7.4198e-06,1101.75,1372907.75,-2.2204e-16,-2.2204e-16,0.00048567,-2.2204e-16,0,0,1,210243.75,598481293.9995,440895.9997,7.4198e-06,1101.75,1372907.75,-2.2204e-16,-2.2204e-16,0.00048567,-2.2204e-16,0,0,1,210243.75,598481293.9995,440895.9997,7.4198e-06,1101.75,1372907.75,-2.2204e-16,-2.2204e-16,0.00048567,-2.2204e-16,0,0,35728.dcm
1,377926.75,997000751.2497,444888.9998,3.4122e-05,1249.75,1932703.75,-2.2204e-16,-2.2204e-16,0.00038986,-2.2204e-16,0,0,1,377926.75,997000751.2497,444888.9998,3.4122e-05,1249.75,1932703.75,-2.2204e-16,-2.2204e-16,0.00038986,-2.2204e-16,0,0,1,377926.75,997000751.2497,444888.9998,3.4122e-05,1249.75,1932703.75,-2.2204e-16,-2.2204e-16,0.00038986,-2.2204e-16,0,0,1,377926.75,997000751.2497,444888.9998,3.4122e-05,1249.75,1932703.75,-2.2204e-16,-2.2204e-16,0.00038986,-2.2204e-16,0,0,1,377926.75,997000751.2497,444888.9998,3.4122e-05,1249.75,1932703.75,-2.2204e-16,-2.2204e-16,0.00038986,-2.2204e-16,0,0,1,377926.75,997000751.2497,444888.9998,3.4122e-05,1249.75,1932703.75,-2.2204e-16,-2.2204e-16,0.00038986,-2.2204e-16,0,0,35734.dcm
0.047619,14706.0952,30801369588.1104,1256244.4272,0.025752,2203.381,4856761.6679,3.028,3.0445,4.3025e-05,2.9393,-0.97808,0.99861,0.013378,9743.5511,93422934027.8736,1296504.7952,0.017759,2245.2685,5036246.3564,4.1809,4.3141,1.5515e-05,3.9883,-0.92954,0.99978,0.010449,9814.4385,111481790267.2606,1274296.1889,0.018733,2227.6212,4956659.6507,4.4093,4.5615,1.2783e-05,4.1867,-0.92234,0.99983,0.0097902,10101.2379,115640850376.885,1269438.855,0.017649,2223.3348,4938180.3733,4.4613,4.6269,1.2309e-05,4.2243,-0.922,0.99984,0.0094209,11402.5812,119094291907.5745,1260788.5246,0.017066,2213.7422,4898746.0921,4.5015,4.6653,1.1881e-05,4.2613,-0.92256,0.99985,0.0085355,15232.7485,129854141416.5225,1235983.7772,0.015954,2186.2024,4787531.2806,4.6007,4.7639,1.0794e-05,4.3562,-0.92611,0.99988,35757.dcm
0.047619,3068.1786,24983811769.2003,1122419.4273,0.02481,2152.9167,4624796.1246,2.9785,3.0445,4.0777e-05,2.9455,-0.90188,0.99753,0.0068966,7028.9707,127382205341.0546,1214452.6056,0.016709,2199.5328,4826651.6432,4.6558,4.9767,1.1856e-05,4.2668,-0.87349,0.9998,0.0045558,9127.5955,180492395528.1361,1254069.1442,0.01723,2219.6159,4915742.1232,4.9607,5.3921,9.2983e-06,4.5155,-0.85702,0.99987,0.0043384,10910.6732,190489648074.0858,1254284.3147,0.017222,2216.355,4903940.4779,5.0059,5.4409,8.7718e-06,4.5726,-0.85865,0.99988,0.0042105,12650.1397,197835618685.4908,1251463.4231,0.016719,2209.3666,4876795.2181,5.0407,5.4708,8.4111e-06,4.6139,-0.86265,0.99989,0.0041237,13820.2202,202222226554.9392,1250508.0357,0.016378,2206.8889,4867235.7421,5.0647,5.4916,8.2252e-06,4.6378,-0.86477,0.9999,35791.dcm
1,29244.25,10637824524.2495,4190208.9994,8.9424e-05,4029.75,16264001.25,-2.2204e-16,-2.2204e-16,0.00038153,-2.2204e-16,0,0,1,29244.25,10637824524.2495,4190208.9994,8.9424e-05,4029.75,16264001.25,-2.2204e-16,-2.2204e-16,0.00038153,-2.2204e-16,0,0,1,29244.25,10637824524.2495,4190208.9994,8.9424e-05,4029.75,16264001.25,-2.2204e-16,-2.2204e-16,0.00038153,-2.2204e-16,0,0,1,29244.25,10637824524.2495,4190208.9994,8.9424e-05,4029.75,16264001.25,-2.2204e-16,-2.2204e-16,0.00038153,-2.2204e-16,0,0,1,29244.25,10637824524.2495,4190208.9994,8.9424e-05,4029.75,16264001.25,-2.2204e-16,-2.2204e-16,0.00038153,-2.2204e-16,0,0,0.16667,251779.0417,53227280408.4045,3806907.1661,0.00021776,3675.5417,13751443.5456,1.7918,1.7918,6.3468e-05,1.7918,-1,0.98601,35817.dcm
0.5,22557,1591103281.7762,495616.9996,0.025078,1280.25,1643528.6771,0.69315,0.69315,0.00025497,0.69315,-1,0.86603,0.1,9800.875,8861124619.7748,541896.1996,0.0082569,1436.575,2069598.9045,2.3026,2.3026,5.3338e-05,2.2679,-0.93787,0.99232,0.052632,13643.0921,17847512456.8351,555029.4207,0.0047294,1438.5132,2079669.3451,2.9262,2.9444,3.0141e-05,2.8646,-0.97475,0.99821,0.037037,12459.4722,27712054675.6571,597733.1477,0.005748,1487.8981,2224775.3791,3.283,3.2958,2.2147e-05,3.1755,-0.98417,0.99916,0.031771,15354.7438,32944154282.3011,610074.3986,0.0049203,1492.4281,2241987.4175,3.4388,3.4496,1.9232e-05,3.3148,-0.98706,0.9994,0.029004,17035.2318,35061686382.6285,593114.6011,0.0045351,1463.8846,2165618.1371,3.5307,3.5406,1.728e-05,3.4175,-0.98851,0.99951,35821.dcm
0.083333,7314.5833,9694634022.3729,889015.7482,0.004928,1856.375,3445160.0043,2.4849,2.4849,9.0863e-05,2.3983,-0.95294,0.99533,0.058824,12463.0441,13910004532.0779,883332.8806,0.0035855,1838.4265,3384463.38,2.8128,2.8332,6.5128e-05,2.7313,-0.971,0.99787,0.038462,23810.9135,19753453263.7742,901019.5751,0.01427,1830.3942,3361039.014,3.2448,3.2581,4.1059e-05,3.1781,-0.95008,0.99886,0.038462,23810.9135,19753453263.7742,901019.5751,0.01427,1830.3942,3361039.014,3.2448,3.2581,4.1059e-05,3.1781,-0.95008,0.99886,0.029412,26073.2279,23956325464.6585,852556.1159,0.011267,1779.3456,3186705.8282,3.5162,3.5264,3.0814e-05,3.455,-0.95251,0.99928,0.028571,28590.0071,24448346898.7614,846346.1982,0.010949,1765.85,3145006.9579,3.5454,3.5553,2.9824e-05,3.486,-0.95429,0.99933,35823.dcm
1,56142.25,209730779.9989,313599.9986,9.1644e-05,974.75,985182.25,-2.2204e-16,-2.2204e-16,0.0011074,-2.2204e-16,0,0,1,56142.25,209730779.9989,313599.9986,9.1644e-05,974.75,985182.25,-2.2204e-16,-2.2204e-16,0.0011074,-2.2204e-16,0,0,0.33333,46206.0833,636426933.19,298251.9987,0.00021092,967.75,981719.5929,1.0986,1.0986,0.00036832,1.0986,-1,0.94281,0.33333,46206.0833,636426933.19,298251.9987,0.00021092,967.75,981719.5929,1.0986,1.0986,0.00036832,1.0986,-1,0.94281,0.33333,46206.0833,636426933.19,298251.9987,0.00021092,967.75,981719.5929,1.0986,1.0986,0.00036832,1.0986,-1,0.94281,0.16667,50196.75,1223866545.6188,310516.832,0.00020535,949.0833,945346.2356,1.7918,1.7918,0.00019894,1.734,-1,0.98601,35837.dcm
1,59329,162687095.9988,209763.9987,3.3397e-05,887,845257,-2.2204e-16,-2.2204e-16,0.0012077,-2.2204e-16,0,0,1,59329,162687095.9988,209763.9987,3.3397e-05,887,845257,-2.2204e-16,-2.2204e-16,0.0012077,-2.2204e-16,0,0,1,59329,162687095.9988,209763.9987,3.3397e-05,887,845257,-2.2204e-16,-2.2204e-16,0.0012077,-2.2204e-16,0,0,1,59329,162687095.9988,209763.9987,3.3397e-05,887,845257,-2.2204e-16,-2.2204e-16,0.0012077,-2.2204e-16,0,0,1,59329,162687095.9988,209763.9987,3.3397e-05,887,845257,-2.2204e-16,-2.2204e-16,0.0012077,-2.2204e-16,0,0,1,59329,162687095.9988,209763.9987,3.3397e-05,887,845257,-2.2204e-16,-2.2204e-16,0.0012077,-2.2204e-16,0,0,35838.dcm
1,65594.5,250601961.9987,454275.9977,3.9116e-05,1155,1362370.5,-2.2204e-16,-2.2204e-16,0.0012937,-2.2204e-16,0,0,1,65594.5,250601961.9987,454275.9977,3.9116e-05,1155,1362370.5,-2.2204e-16,-2.2204e-16,0.0012937,-2.2204e-16,0,0,0.090909,18322.6364,3706610690.0761,448976.1796,0.0072168,1311.4545,1733124.4704,2.3979,2.3979,0.00011608,2.3979,-1,0.99586,0.071429,27618.9643,4725721771.3386,478182.7834,0.0060396,1313.5714,1737988.4626,2.6391,2.6391,9.0848e-05,2.6391,-1,0.99745,0.060662,32404.5901,5166931137.9231,456325.5198,0.0059377,1258.6471,1613248.1109,2.8029,2.8029,7.6902e-05,2.8029,-1,0.99816,0.05719,31072.0253,5454237336.8651,447648.1873,0.0056119,1255.0188,1602199.2788,2.8618,2.8618,7.2404e-05,2.8618,-1,0.99836,35843.dcm
1,91091.75,192872476.9989,283023.9988,3.8277e-05,922.25,921543.75,-2.2204e-16,-2.2204e-16,0.0010764,-2.2204e-16,0,0,1,91091.75,192872476.9989,283023.9988,3.8277e-05,922.25,921543.75,-2.2204e-16,-2.2204e-16,0.0010764,-2.2204e-16,0,0,1,91091.75,192872476.9989,283023.9988,3.8277e-05,922.25,921543.75,-2.2204e-16,-2.2204e-16,0.0010764,-2.2204e-16,0,0,1,91091.75,192872476.9989,283023.9988,3.8277e-05,922.25,921543.75,-2.2204e-16,-2.2204e-16,0.0010764,-2.2204e-16,0,0,1,91091.75,192872476.9989,283023.9988,3.8277e-05,922.25,921543.75,-2.2204e-16,-2.2204e-16,0.0010764,-2.2204e-16,0,0,1,91091.75,192872476.9989,283023.9988,3.8277e-05,922.25,921543.75,-2.2204e-16,-2.2204e-16,0.0010764,-2.2204e-16,0,0,35850.dcm
1,60751.5,1540456335.9995,707280.9995,0.0001372,1797,3276735.5,-2.2204e-16,-2.2204e-16,0.00052192,-2.2204e-16,0,0,0.5,38104.625,2820874226.3706,668064.9996,0.00022564,1715.875,2978733.8976,0.69315,0.69315,0.00026082,0.69315,-1,0.86603,0.045985,6170.5708,23164187752.23,552910.0734,0.025746,1498.4825,2247733.1588,3.0208,3.1027,2.9114e-05,2.9387,-0.97048,0.99863,0.043873,8302.8615,24631174060.8497,558645.1506,0.024533,1508.036,2279970.6542,3.0695,3.1476,2.7587e-05,2.9902,-0.97221,0.99877,0.038594,15911.0499,25856114631.6605,546315.8988,0.021513,1481.8454,2211866.8792,3.2023,3.271,2.3824e-05,3.1305,-0.96332,0.99891,0.034481,29548.8973,29897244299.2984,555250.6414,0.019303,1507.1711,2300182.5509,3.3191,3.3804,2.0948e-05,3.2535,-0.96828,0.99916,35860.dcm
1,38436.75,129167681.9988,119715.999,9.7149e-05,805.75,674730.75,-2.2204e-16,-2.2204e-16,0.0012315,-2.2204e-16,0,0,1,38436.75,129167681.9988,119715.999,9.7149e-05,805.75,674730.75,-2.2204e-16,-2.2204e-16,0.0012315,-2.2204e-16,0,0,0.5,42610.875,270088363.2716,141870.4989,6.4107e-05,819.125,705897.8071,0.69315,0.69315,0.000615,0.69315,-1,0.86603,0.25,32000.9375,542700663.026,154932.4988,7.8223e-05,818.3125,695612.2653,1.3863,1.3863,0.00030674,1.3863,-1,0.96825,0.2,33791.8,628445982.2639,140419.7989,7.5956e-05,784.7,647373.3384,1.6094,1.6094,0.00024509,1.6094,-1,0.9798,0.2,33791.8,628445982.2639,140419.7989,7.5956e-05,784.7,647373.3384,1.6094,1.6094,0.00024509,1.6094,-1,0.9798,35895.dcm
